sentimen,tweet,clean_tweet
netral,"Pak Jokowi tetap menghargai Presiden2 sebelumnya, berkat mereka muncul Presiden yg nggak banyak bicara terus bekerjasama dg para ahli di kabinetnya maupun ahli yg siap menyumbangkan idenya untuk memajukan Indonesia, dan mengajak semua untuk kerja, kerja, kerja  https://twitter.com/yusuf_dumdum/status/1117070173729509382Â â€¦",pak jokowi tetap menghargai presiden2 sebelumnya berkat muncul presiden enggak banyak bicara terus bekerja sama para ahli kabinetnya maupun ahli siap menyumbangkan idenya memajukan indonesia mengajak semua kerja kerja kerja â
negatif,"#PrabowoSalahkanSBY  https://bit.ly/2Za6qjLÂ . PS bolak-balik menyinggung soal deindustrialisasi. Anehnya, dia mengatakan tak ingin menyalahkan @jokowi. Dia malah berujar salah arahnya pembangunan ekonomi Indonesia tak terlepas dr andil presiden sebelum Jokowi. Jelaskan?",prabowosalahkansby play station bolak balik menyinggung soal deindustrialisasi anehnya mengatakan tak menyalahkan malah berujar salah arahnya pembangunan ekonomi indonesia tak terlepas andil presiden jokowi jelaskan
positif,Dengan niat yang tulus kami relawan di daerah siap menangkan @Jokowi dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi,niat tulus relawan daerah siap menangkan menjadikan momen mulaiputihkangbk tragedi paling berharga bangsa negara 2019balijoin 2019tetapjokowi
netral,"Sering Sebut Emak-emak Sebagai Standar Kondisi Ekonomi, Sandi Dikepret Jokowi  http://akurat.co/ekonomi/id-590422-read-sering-sebut-emakemak-sebagai-standar-kondisi-ekonomi-sandi-dikepret-jokowiÂ â€¦",sering sebut emak emak standar kondisi ekonomi sandi dikepret jokowi â
positif,Masuk akal bagi prabowo sandi karena sandiaga uno ga pernah ambil gaji waktu jadi wakil gubernur,masuk akal prabowo sandi sandiaga uno pernah ambil gaji waktu jadi wakil gubernur
netral,"RT GesuriID ""Era Pemerintahan Jokowi Terjadi Pemerataan Ekonomi   https://www.gesuri.id/pemilu/era-pemerintahan-jokowi-terjadi-pemerataan-ekonomi-b1WexZjhzÂ â€¦ #pdiperjuangan""",rt gesuriid era pemerintahan jokowi terjadi pemerataan ekonomi â pdiperjuangan
netral,"RT TRANS7 ""Menurut prabowo ""digital-digital itu bagus, tapi rakyat kita perlu swasembada pangan dengan harga terjangkau. Kita harus turunkan harga"". #DebatPilpres2019diTrans7  pic.twitter.com/6nbJooGPHc""",rt trans7 prabowo digital digital bagus rakyat perlu swasembada pangan harga terjangkau harus turunkan harga debatpilpres2019ditrans7 pic twitter com 6nbjoogphc
negatif,"Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.   https://bit.ly/2X8pIEvÂ  #PrabowoSalahkanSBY Semakin mantap pilih @jokowi.",pasangan calon 01 bahas ekonomi makro global pasangan calon 02 jawabnya anak bayi enggak mengerti apa apa bisa lihat itu masih belajar memahami suatu pernyataan prabowosalahkansby semakin mantap pilih
positif,"Semakin mantap pilih @jokowi.  https://bit.ly/2X8pIEvÂ  Ketika paslon 01 bahas ekonomi makro secara global, paslon 02 jawabnya seperti anak bayi yang nggak ngerti apa2. Hanya bisa lihat ini itu tapi masih belajar utk memahami suatu pernyataan.  #PrabowoSalahkanSBY",semakin mantap pilih pasangan calon 01 bahas ekonomi makro global pasangan calon 02 jawabnya anak bayi enggak mengerti apa apa bisa lihat itu masih belajar memahami suatu pernyataan prabowosalahkansby
netral,"Apa saja kabar menarik dalam sepekan ini? Ya kita mulai saja: ada soal Jokowi yang kena hoaks lebih banyak, permainan di balik harga tiket pesawat, dan 4 kabar lainnya. #RingkasanSepekan https://beritagar.id/artikel/berita/6-kabar-terpopuler-sepekan-terakhirÂ â€¦",apa kabar menarik sepekan ya mulai ada soal jokowi kena hoaks lebih banyak permainan balik harga tiket pesawat 4 kabar lainnya ringkasansepekan â
negatif,"Iya neh, bpk sprtnya kurang sehat. Terlihat dr raut wajah.. Kan keterlaluan gubernurnya masak sampe biarin anak kagak makan, kerjaan nye ape tuh. Pencitraan mlulu. Dibayar rakyat neh.. Jgn makan gaji buta.",iya nih bapak sprtnya kurang sehat terlihat raut wajah kan keterlaluan gubernurnya masak biarkan anak makan pekerjaan nya apa pencitraan mlulu dibayar rakyat nih jangan makan gaji buta
negatif,Ini obrolan ngalor ngidul gak jelas blas. Apa urusannya Mobile Legends sama ekonomi nasional?   Mengada ada kejauhan banget bicara industri kreatif - seluruh kreasi dan nilai ekonominya kan diekspor lagi keluar?   Lalu yg dijual Pak Jokowi semalem itu apa?  https://twitter.com/SilasSihot/status/1117317575795306497Â â€¦,obrolan utara ngidul jelas blas apa urusannya mobile legends sama ekonomi nasional mengada kejauhan banget bicara industri kreatif seluruh kreasi nilai ekonominya kan diekspor keluar lalu dijual pak jokowi semalam apa â
negatif,"@nahdlatululama Heran , prabowo bilang mau mau tingkatkan penerimaan pajak , kok sandi bilang akan menghapus pajak dr pengusaha kecil .. ini kok bertolak belakang kebijakan nya ? Coba deh dengar ulang debat nya masalah pajak itu.",heran prabowo bilang mau mau tingkatkan penerimaan pajak kok sandi bilang menghapus pajak pengusaha kecil kok bertolak belakang kebijakan nya coba deh dengar ulang debat nya masalah pajak
netral,"Jika Jadi Presiden-Wapres, Gaji Prabowo-Sandi untuk Negara  http://dlvr.it/R2n0y6Â  pic.twitter.com/0le8yEzDDh",jadi presiden wakil presiden gaji prabowo sandi negara pic twitter com 0le8yezddh
positif,"Yup, nah kalo gini diskusinya enak ya. Tambahan dr sy tidak sekadar ukuran ttp juga kualitasnya atau tingkat prioritasnya. Misal, target pemerataan pembangunan d luar pulau Jawa mgkn mjd prior krn pemerintah ingin menumbuhkan bibit2 pertumbuhan ekonomi yg baru di sana.",yup nah kalau begini diskusinya enak tambahan saya sekadar ukuran tetap kualitasnya tingkat prioritasnya misal target pemerataan pembangunan luar pulau jawa mungkin menjadi prior pemerintah menumbuhkan bibit2 pertumbuhan ekonomi baru sana
negatif,"Pak wowo sukanya asbun ya..istilah jowo..Waton njeplak kalo ngomong. Ada 16 paket kebijakan ekonomi di era pak Jokowi. Ini Pak wowo sering sekali ambil rujukan masa orde baru sih. Makanya presiden SBY dll dianggap salah urus negara jua,asal main serang aja..@hariadhi @wangdendo pic.twitter.com/osCiDRlo96",pak prabowo sukanya asal bunyi istilah jowo waton njeplak kalau berbicara 16 paket kebijakan ekonomi era pak jokowi pak prabowo sering sekali ambil rujukan masa orde baru sih makanya presiden susilo bambang yudhoyono lain dianggap salah urus negara jua asal main serang pic twitter com oscidrlo96
positif,"Mertua saya, guru honorer mengabdi dr SMP ke SMA hampir 8 tahun, dengan gaji paling besar 450rb. Ikhlas, saking suka sekali dengan profesi anak bungsu nya rela di momongkan ke tetangga, semoga setlh pak @prabowo  jd presiden lbh menyantuni para guru honorer,",mertua guru honorer mengabdi sampai sama hampir 8 tahun gaji paling besar 450rb ikhlas saking suka sekali profesi anak bungsu nya rela momongkan tetangga semoga setlh pak jadi presiden lebih menyantuni guru honorer
positif,"Infrastruktur Bukan untuk Dimakan, Tetapi untuk Kedaulatan Pangan, Mikir! tujuan pembangunan infrastruktur seperti jalan tol,  pelabuhan atau bandara demi konektivitas masyarakat dan percepatan roda perekonomian https://twitter.com/jokowi/status/1117317174572359680?s=19Â â€¦",infrastruktur bukan dimakan untuk kedaulatan pangan pikir tujuan pembangunan infrastruktur jalan tol pelabuhan bandara konektivitas masyarakat percepatan roda perekonomian â
positif,Jika @prabowo @sandiuno terpilih menjadi Presiden RI maka Gaji nya TIDAK Diambil Diserahkan untuk kepentingan rakyat  Masya Allah   #2019GantiPresiden #TPSTusukPrabowoSandi #17AprilCoblosPrabowoSandi https://twitter.com/sandiuno/status/1117085176545157121Â â€¦,terpilih menjadi presiden ri gaji nya diambil diserahkan kepentingan rakyat masya allah 2019gantipresiden tpstusukprabowosandi 17aprilcoblosprabowosandi â
negatif,Logika berpikir Andre jeblok !. Apa krn caleg DKI lantas gak tahu keadaan di lapangan ? Mikirnya cm bisa selangkah ! Keadaan perekonomian dunia yg serba sulit msh ngotot harga pupuk murah. Sama sj membunuh pabrikan. Mau disubsidi ? Mikir gak klo keuangan negara cukup atau tidak ?,logika berpikir andre jeblok apa calon legislatif daerah khusus ibukota lantas tahu keadaan lapangan memikirnya cuma selangkah keadaan perekonomian dunia serba sulit mengotot harga pupuk murah sama membunuh pabrikan mau disubsidi pikir kalau keuangan negara cukup tidak
positif,#JokowiMenangTotalDebat Tentunya dengan program Jokowi yang sangat pro rakyat seperti Karto Sembako untuk ibu ibu agar bisa membeli harga dengan murah sehingga meningkatkan kesejahteraan keluarganya.,jokowimenangtotaldebat tentunya program jokowi sangat pro rakyat karto sembako ibu ibu bisa membeli harga murah meningkatkan kesejahteraan keluarganya
netral,"Ibarat selfy, motret diri sendiri.  Analis Politik: Soal Ekonomi, Jokowi Kritik Kebijakannya Sendiri  https://www.gelora.co/2019/04/analis-politik-soal-ekonomi-jokowi.htmlÂ â€¦",ibarat selfy memotret diri sendiri analis politik soal ekonomi jokowi kritik kebijakannya sendiri â
positif,Komitmen inilah yg ditakuti si Jae.   #17AprilPilihPrabowoSandi Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji    https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,komitmen inilah ditakuti sih jae 17aprilpilihprabowosandi prabowo sandi komitmen terpilih kepala negara akan ambil gaji â
netral,#JokowiMenangTotalDebat. Jokowi fokuskan APBN & APBD difokuskan pada belanja2 produktif untuk dorong ekonomi rakyat. #01ndonesiaMaju,jokowimenangtotaldebat jokowi fokuskan anggaran pendapatan belanja negara anggaran pendapatan belanja daerah difokuskan belanja2 produktif dorong ekonomi rakyat 01ndonesiamaju
positif,Lebih Baik Tidak Mengambil Gaji Dari Pada Memakan Uang Rakyat Yah Bong Apalagi Jual Beli Jabatan ðŸ˜‚,lebih baik mengambil gaji pada memakan uang rakyat bong jual beli jabatan ðÿ
netral,"Tidak Cuma Cek Harga, Jokowi Juga Akan Perbaiki Pasar #2019JokowiKyaiMaruf #JokowiKHMarufUnggulanKita #DerinDiPRO2FM #InterBarÃ§a  https://twitter.com/tag_nusantara/status/1059979831734022144/video/1Â â€¦",cuma cek harga jokowi akan perbaiki pasar 2019jokowikyaimaruf jokowikhmarufunggulankita derindipro2fm interbarã a â
positif,"#JokowiMenangTotalDebat Dengan pemerataan pembangunan yang dilakukan Jokowi menjadi bukti Jokowi melakukan kemajuan untuk kawasan ekonomu kusus industri, pariwisata dan barangâ€ kerajinan. Untuk memperjuangkan ekonomi Indonesia.",jokowimenangtotaldebat pemerataan pembangunan dilakukan jokowi menjadi bukti jokowi melakukan kemajuan kawasan ekonomu khusus industri pariwisata barangâ kerajinan memperjuangkan ekonomi indonesia
negatif,"Segmen debat tentang ekonomi syariah kemarin sangat tidak berbobot. Jokowi mau bikin Halal Park dekat GBK, Uno menyinggung Indonesia sebagai salah satu pengimpor produk halal terbesar.  HELLO??? Produk halal itu pada dasarnya ya semua produk yang tidak diharamkan.",segmen debat ekonomi syariat kemarin sangat berbobot jokowi mau bikin halal park dekat gelora bung karno uno menyinggung indonesia salah satu pengimpor produk halal terbesar hello produk halal pada dasarnya semua produk tidak diharamkan
netral,"@SandiUno @Prabowo @MardaniAliSera @FadliZon Pak prabowo membalikkan pertanyaan pak jokowi tadi, dengan menyinggung bahwa sektor ekonomi dan lapangan kerja harus di fokus kan. Memang dunia digital sedang hype jaman ini, namun persoalan mendasar negeri har",pak prabowo membalikkan pertanyaan pak jokowi tadi menyinggung sektor ekonomi lapangan kerja di fokus kan memang dunia digital sedang hype jaman namun persoalan mendasar negeri har
netral,"Prabowo Sebut Garuda Sulit Untung, TKN: Pengaruh Harga Avtur  https://bisnis.tempo.co/read/1195592/prabowo-sebut-garuda-sulit-untung-tkn-pengaruh-harga-avtur?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",prabowo sebut garuda sulit untung tkn pengaruh harga avtur â
netral,#JokowiMenangTotalDebat Dengan lugas Jokowi sampaikan visi misinya dalam debat terakhir. Jokowi tegaskan akan Mengembalikan watak asli kami di indonesia tidak bertumpu pada ekonomi saja namun juga pada pemerataan pembangunan.,jokowimenangtotaldebat lugas jokowi sampaikan visi misinya debat terakhir jokowi tegaskan mengembalikan watak asli di indonesia bertumpu ekonomi namun pada pemerataan pembangunan
netral,Prabowo-Sandi Janji tak Ambil Gaji Jika Terpilih ,prabowo sandi janji tak ambil gaji terpilih
negatif,"Hua..ha..ha..SKAK MAT @prabowo @sandiuno ,menghalalkan segala cara untuk rebut kekuasan, udah gitu merengek rengek spy dpt kekuasan dng berdalih gak akan ambil gaji tp ambil tunjangan..#dasarkampretgila @Ayaniulva @Iwanpiliang7 @musniumar @hnurwahid @SayapGaruda08 @rizalkuddah https://twitter.com/AT_AbdillahToha/status/1117095305072132096Â â€¦",hua ha ha sekak mat menghalalkan segala cara rebut kekuasan begitu merengek rengek dapat kekuasan berdalih akan ambil gaji ambil tunjangan dasarkampretgila â
netral,menuding SBY dibalik semua kesalahan ekonomi Indonesia  https://bit.ly/2Kx8krrÂ  @jokowi @95_teguh #PrabowoSalahkanSBY,menuding susilo bambang yudhoyono dibalik semua kesalahan ekonomi indonesia prabowosalahkansby
positif,Pertumbuhan ekonomi harus diimbangi dengan pemerataan. jokowi sekali lagi  pic.twitter.com/SGv0Izr459,pertumbuhan ekonomi diimbangi pemerataan jokowi sekali pic twitter com sgv0izr459
netral,Prabowo-Sandi Komitmen Jika Terpilih Sebagai Kepala Negara Tidak Akan Ambil Gaji  https://www.gardaindonews.com/prabowo-sandi-komitmen-jika-terpilih-sebagai-kepala-negara-tidak-akan-ambil-gaji/Â â€¦,prabowo sandi komitmen terpilih kepala negara akan ambil gaji â
netral,"Saat ini hanya 2 pemimpin negara yg tidak mau di gaji yaitu : Paus Fransiskus dr Vatikan dan Donald Trump USA, setelah 17 April yg ketiga Prabowo-Sandi satu2-nya di Asia..",ini 2 pemimpin negara tidak mau gaji paus fransiskus vatikan donald trump usa 17 april ketiga prabowo sandi satu2 nya asia
negatif,"Emg siapa yg nyuruh makan aspal? Ada? Trus SBY gaji guru dan honorer d naikan, prabowo juga.. Pdhal peran penting adalah pertanian dan petani, buruh tani.. Guru bisa nyediain beras dan bahan makan yg lain?? Semua petani, klw petani ga sejahtera, trs ngambek gmw nanam gmna? Km ta?",memang siapa menyuruh makan aspal terus susilo bambang yudhoyono gaji guru honorer naikan prabowo padahal peran penting pertanian petani buruh tani guru nyediain beras bahan makan lain semua petani kalau petani sejahtera terus mengambek enggak mau nanam gmna km ta
positif,"70 Tahun Merdeka, harga bbm bisa sama sampai Papua yg bikin ya Jokowi melawan para mafia. Itu dulu satu, kalau ku jelaskan banyak yg dilakukan Jokowi .",70 tahun merdeka harga bahan bakar minyak sama papua bikin jokowi melawan mafia dulu satu kalau ku jelaskan banyak dilakukan jokowi
netral,"Saat membicarakan pertumbuhan ekonomi, capres nomor urut 01 Jokowi mengaitkannya dengan pemerataan. Ia pun berujar tak hanya memfokuskan infrastruktur di pulau Jawa. Simak kesesuaian pernyataannya di #CekFaktaCNN berikut ini!  https://bit.ly/2ZcoMADÂ  #CNNIndonesia pic.twitter.com/lKx8KboZYr",membicarakan pertumbuhan ekonomi calon presiden nomor urut 01 jokowi mengaitkannya pemerataan pun berujar tak memfokuskan infrastruktur pulau jawa simak kesesuaian pernyataannya cekfaktacnn berikut cnnindonesia pic twitter com lkx8kbozyr
negatif,"Kartu2 yg ditawarkan jokowi hanya untuk rakyat tidak mampu, bagaimana nasib karyawan yg gaji UMR diatas UMR dikit? Mereka dianggap masyarakat mampu dan tdk mendapat bantuan padahal mereka penduduk yg bekerja produktif  @sandiuno @Dahnilanzar @Fahrihamzah",kartu2 ditawarkan jokowi untuk rakyat mampu bagaimana nasib karyawan gaji upah minimum regional atas upah minimum regional sedikit dianggap masyarakat mampu tidak mendapat bantuan padahal penduduk bekerja produktif
positif,"Jokowi jelas unggul dalam bidang ekonomi, tapi kalo hukum payah kata bapak saya  https://twitter.com/savicali/status/1117285297551630336Â â€¦",jokowi jelas unggul bidang ekonomi kalau hukum payah kata bapak â
negatif,TEORI MABOK PRABOWO SANDI..   pangan dibuat MURAH...   petani dibuat MAKMUR..   gmn caranya?  Kalo dibuat MURAH harga beli di petani juga MURAH...   gmn petani jadi Makmur???   MAKMUR... ALA GEROMBOLAN NGIBUL.,teori mabuk prabowo sandi pangan dibuat murah petani dibuat makmur bagaimana caranya kalau dibuat murah harga beli petani murah bagaimana petani jadi makmur makmur ala gerombolan ngibul
netral,"Debat Final Pilpres, Jokowi Ulas Pemerataan Ekonomi  http://aksi.id/artikel/40135/Debat-Final-Pilpres-Jokowi-Ulas-Pemerataan-Ekonomi/#.XLLVeXqU_Eo.twitterÂ â€¦",debat final pemilihan presiden jokowi ulas pemerataan ekonomi â
netral,"Debat Pilpres 2019, Jika Terpilih  Prabowo Sandi Tak Ambil Gaji  http://aksi.id/artikel/40133/Debat-Pilpres-2019-Jika-Terpilih--Prabowo-Sandi-Tak-Ambil-Gaji-/#.XLLVY_cAkio.twitterÂ â€¦",debat pemilihan presiden 2019 terpilih prabowo sandi tak ambil gaji â
positif,"Mari kita hargai dan rayakan pesta demokrasi ini dengan penuh suka cita, bagi saya jika Bapak Prabowo yang menang ya Alhamdulillah dan kalau Bapak Jokowi yang kalah tetap Alhamdulillah.",kita hargai rayakan pesta demokrasi dengan penuh suka cita saya bapak prabowo menang alhamdulillah kalau bapak jokowi kalah tetap alhamdulillah
positif,Buat saya jokowi itu sudah harga mati..pantas saja rakyak nya menyukai anda..karna orang itu bisa melihat n memilih mana yg baik n mna yg buruk.. Dsto lah anda orang nya yg mampu membawa mereka kedepan dngan negara ini. Salam 2 periode..dri saya zaenal arip88,buat jokowi sudah harga mati pantas rakyat nya menyukai karena orang bisa melihat memilih mana baik mana buruk dsto lah orang nya mampu membawa ke depan negara salam 2 periode saya zaenal arip88
negatif,"Harga pangan murah, catering murah, tusuk prabowo sandi haha",harga pangan murah catering murah tusuk prabowo sandi haha
